2.194977449904534694e+01,5.328559014012140693e+01,2.194977449904534694e+01,6.460719700093245876e+01
2.194977449904534694e+01,5.328559014012140693e+01,3.230670667114920036e+01,5.328559014012140693e+01
2.194977449904534694e+01,6.460719700093245876e+01,3.231799757689550745e+01,6.460719700093245876e+01
2.195522965575423768e+01,3.308857017805377865e+01,2.195522965575423768e+01,3.653343820766386330e+01
2.195522965575423768e+01,3.308857017805377865e+01,2.283274870122868094e+01,3.308857017805377865e+01
2.195522965575423768e+01,3.653343820766386330e+01,2.286560650559152919e+01,3.653343820766386330e+01
2.196068481246312842e+01,2.210733972305564876e+01,2.196068481246312842e+01,3.255777074386770664e+01
2.196068481246312842e+01,2.210733972305564876e+01,3.229262475499368890e+01,2.210733972305564876e+01
2.196068481246312842e+01,3.255777074386770664e+01,2.334832444227366466e+01,3.255777074386770664e+01
2.196068481246312842e+01,4.957988950136061845e+01,2.196068481246312842e+01,5.301042188659617693e+01
2.196068481246312842e+01,4.957988950136061845e+01,2.283452479876180519e+01,4.957988950136061845e+01
2.196068481246312842e+01,5.301042188659617693e+01,2.285571110504982073e+01,5.301042188659617693e+01
2.197159512588090990e+01,3.680365876091824617e+01,2.197159512588090990e+01,4.903576933567608620e+01
2.197159512588090990e+01,3.680365876091824617e+01,3.230074405800227311e+01,3.680365876091824617e+01
2.197159512588090990e+01,4.903576933567608620e+01,2.336354813541474584e+01,4.903576933567608620e+01
2.283274870122868094e+01,3.308857017805377865e+01,2.286560650559152919e+01,3.653343820766386330e+01
2.283452479876180519e+01,4.957988950136061845e+01,2.285571110504982073e+01,5.301042188659617693e+01
2.299361239208622010e+01,3.309085373202493940e+01,2.299361239208622010e+01,3.444690419856770802e+01
2.299361239208622010e+01,3.309085373202493940e+01,2.345780816878001218e+01,3.309085373202493940e+01
2.299361239208622010e+01,3.444690419856770802e+01,2.784400789094760853e+01,3.446720245608916144e+01
2.299678399482394298e+01,4.957608357807534105e+01,2.299678399482394298e+01,5.092502965448559848e+01
2.299678399482394298e+01,4.957608357807534105e+01,2.340668193264784236e+01,4.957608357807534105e+01
2.299678399482394298e+01,5.092502965448559848e+01,2.784400789094760853e+01,5.092502965448559848e+01
2.300934354166534490e+01,5.109781857163699215e+01,2.300934354166534490e+01,5.271089572404518719e+01
2.300934354166534490e+01,5.109781857163699215e+01,2.781952311781235210e+01,5.109781857163699215e+01
2.300934354166534490e+01,5.271089572404518719e+01,2.783449308273442568e+01,5.271089572404518719e+01
2.301568674714080487e+01,3.461499914366726216e+01,2.301568674714080487e+01,3.624279253277851609e+01
2.301568674714080487e+01,3.461499914366726216e+01,2.814353405349859827e+01,3.461499914366726216e+01
2.301568674714080487e+01,3.624279253277851609e+01,3.232675120045163197e+01,3.624279253277851609e+01
2.334832444227366466e+01,3.255777074386770664e+01,2.345780816878001218e+01,3.309085373202493940e+01
2.336354813541474584e+01,4.903576933567608620e+01,2.340668193264784236e+01,4.957608357807534105e+01
2.413209091082087809e+01,4.957608357807534105e+01,2.421214216392111496e+01,4.903576933567608620e+01
2.413209091082087809e+01,4.957608357807534105e+01,2.782193353589303086e+01,4.957608357807534105e+01
2.415733686861318574e+01,3.309085373202493940e+01,2.419844084009413621e+01,3.255777074386770664e+01
2.415733686861318574e+01,3.309085373202493940e+01,2.784400789094760853e+01,3.309085373202493940e+01
2.419844084009413621e+01,3.255777074386770664e+01,3.231799757689550745e+01,3.255777074386770664e+01
2.421214216392111496e+01,4.903576933567608620e+01,3.234489276811144265e+01,4.903576933567608620e+01
2.781952311781235210e+01,5.109781857163699215e+01,2.781952311781235210e+01,5.151659699712652696e+01
2.781952311781235210e+01,5.151659699712652696e+01,2.801958781850820657e+01,5.154399964478049156e+01
2.781952311781235210e+01,5.231216182785808400e+01,2.783449308273442568e+01,5.271089572404518719e+01
2.781952311781235210e+01,5.231216182785808400e+01,2.801958781850820657e+01,5.230480370950655811e+01
2.782193353589303086e+01,4.957608357807534105e+01,2.784400789094760853e+01,5.092502965448559848e+01
2.784400789094760853e+01,3.309085373202493940e+01,2.784400789094760853e+01,3.446720245608916144e+01
2.799928956098675314e+01,4.957608357807534105e+01,2.799928956098675314e+01,5.093632056023191268e+01
2.799928956098675314e+01,4.957608357807534105e+01,2.893719592258752016e+01,4.957608357807534105e+01
2.799928956098675314e+01,5.093632056023191268e+01,2.815837715431116095e+01,5.093632056023191268e+01
2.801603562344195097e+01,3.310239836599027541e+01,2.801603562344195097e+01,3.444563555747261319e+01
2.801603562344195097e+01,3.310239836599027541e+01,2.890662167219582557e+01,3.310239836599027541e+01
2.801603562344195097e+01,3.444563555747261319e+01,2.817283966279519802e+01,3.444563555747261319e+01
2.801958781850820657e+01,5.106458017494560409e+01,2.801958781850820657e+01,5.154399964478049156e+01
2.801958781850820657e+01,5.106458017494560409e+01,2.813401924528541542e+01,5.106458017494560409e+01
2.801958781850820657e+01,5.230480370950655811e+01,2.801958781850820657e+01,5.271876129883474960e+01
2.801958781850820657e+01,5.271876129883474960e+01,3.230480370950655811e+01,5.271876129883474960e+01
2.813401924528541542e+01,5.106458017494560409e+01,2.815837715431116095e+01,5.093632056023191268e+01
2.814353405349859827e+01,3.461499914366726216e+01,2.817283966279519802e+01,3.444563555747261319e+01
2.869488547342514551e+01,5.106458017494560409e+01,2.871594491560365014e+01,5.093632056023191268e+01
2.869488547342514551e+01,5.106458017494560409e+01,2.924534884458512352e+01,5.106458017494560409e+01
2.871594491560365014e+01,5.093632056023191268e+01,2.897005372695038261e+01,5.093632056023191268e+01
2.875197432270423548e+01,3.444563555747261319e+01,2.875400414845638153e+01,3.461499914366726216e+01
2.875197432270423548e+01,3.444563555747261319e+01,2.892374832697955611e+01,3.444563555747261319e+01
2.875400414845638153e+01,3.461499914366726216e+01,2.925004281663696304e+01,3.461499914366726216e+01
2.890662167219582557e+01,3.310239836599027541e+01,2.892374832697955611e+01,3.444563555747261319e+01
2.893719592258752016e+01,4.957608357807534105e+01,2.897005372695038261e+01,5.093632056023191268e+01
2.908854480523187647e+01,3.310303268653781572e+01,2.908854480523187647e+01,3.443827743912108730e+01
2.908854480523187647e+01,3.310303268653781572e+01,2.999676496520751812e+01,3.310303268653781572e+01
2.908854480523187647e+01,3.443827743912108730e+01,2.928759459305165080e+01,3.443827743912108730e+01
2.912114888137571711e+01,4.956974037259988819e+01,2.912114888137571711e+01,5.090701495093530582e+01
2.912114888137571711e+01,4.956974037259988819e+01,3.007516698488413454e+01,4.956974037259988819e+01
2.912114888137571711e+01,5.090701495093530582e+01,2.927262462812957722e+01,5.090701495093530582e+01
2.924534884458512352e+01,5.106458017494560409e+01,2.927262462812957722e+01,5.090701495093530582e+01
2.925004281663696304e+01,3.461499914366726216e+01,2.928759459305165080e+01,3.443827743912108730e+01
2.982930434065551140e+01,5.106458017494560409e+01,2.984338625681101576e+01,5.090701495093530582e+01
2.982930434065551140e+01,5.106458017494560409e+01,3.037152154469740140e+01,5.106458017494560409e+01
2.984338625681101576e+01,5.090701495093530582e+01,3.007136106159887134e+01,5.090701495093530582e+01
2.984769963653432967e+01,3.461499914366726216e+01,2.985366224968124982e+01,3.443827743912108730e+01
2.984769963653432967e+01,3.461499914366726216e+01,3.034132788663423241e+01,3.461499914366726216e+01
2.985366224968124982e+01,3.443827743912108730e+01,3.000729468629677399e+01,3.443827743912108730e+01
2.999676496520751812e+01,3.310303268653781572e+01,3.000729468629677399e+01,3.443827743912108730e+01
3.007136106159887134e+01,5.090701495093530582e+01,3.007516698488413454e+01,4.956974037259988819e+01
3.018490443960951097e+01,3.311495791283167023e+01,3.018490443960951097e+01,3.444614301391064970e+01
3.018490443960951097e+01,3.311495791283167023e+01,3.109236341492810141e+01,3.311495791283167023e+01
3.018490443960951097e+01,3.444614301391064970e+01,3.037088722414985398e+01,3.444614301391064970e+01
3.023983659902695109e+01,4.955959124383916503e+01,3.023983659902695109e+01,5.091691035147701427e+01
3.023983659902695109e+01,4.955959124383916503e+01,3.120780975458137618e+01,4.955959124383916503e+01
3.023983659902695109e+01,5.091691035147701427e+01,3.039943164878939541e+01,5.091691035147701427e+01
3.034132788663423241e+01,3.461499914366726216e+01,3.037088722414985398e+01,3.444614301391064970e+01
3.037152154469740140e+01,5.106458017494560409e+01,3.039943164878939541e+01,5.091691035147701427e+01
3.092414160571902926e+01,3.461499914366726216e+01,3.093441759858927043e+01,3.444614301391064970e+01
3.092414160571902926e+01,3.461499914366726216e+01,3.144390386237781598e+01,3.461499914366726216e+01
3.093441759858927043e+01,3.444614301391064970e+01,3.111469149820170088e+01,3.444614301391064970e+01
3.096702167473311107e+01,5.091691035147701427e+01,3.096930522870427183e+01,5.106458017494560409e+01
3.096702167473311107e+01,5.091691035147701427e+01,3.120070536444887210e+01,5.091691035147701427e+01
3.096930522870427183e+01,5.106458017494560409e+01,3.149274654453881794e+01,5.106458017494560409e+01
3.109236341492810141e+01,3.311495791283167023e+01,3.111469149820170088e+01,3.444614301391064970e+01
3.120070536444887210e+01,5.091691035147701427e+01,3.120780975458137618e+01,4.955959124383916503e+01
3.126172700112275038e+01,3.311127885365590373e+01,3.126172700112275038e+01,3.443992667254470064e+01
3.126172700112275038e+01,3.311127885365590373e+01,3.230670667114920036e+01,3.311127885365590373e+01
3.126172700112275038e+01,3.443992667254470064e+01,3.148564215440630676e+01,3.443992667254470064e+01
3.137717334077602516e+01,4.956720309040970562e+01,3.137717334077602516e+01,5.091120146654910883e+01
3.137717334077602516e+01,4.956720309040970562e+01,3.229769931937405403e+01,4.956720309040970562e+01
3.137717334077602516e+01,5.091120146654910883e+01,3.151545522014095013e+01,5.091120146654910883e+01
